Gene name,Mouse gene,Ensembl_id
SCGB2A1,Scgb2a2,ENSG00000124939
SCGB2A2,Scgb2a2,ENSG00000110484
SCGB3A1,Scgb3a1,ENSG00000161055
SCGB3A2,Scgb3a2,ENSG00000164265
SCIMP,Scimp,ENSG00000161929
SCN11A,Scn11a,ENSG00000168356
SCNN1A,Scnn1a,ENSG00000111319
SCNN1B,Scnn1b,ENSG00000168447
SCNN1G,Scnn1g,ENSG00000166828
SCRG1,Scrg1,ENSG00000164106
SCRN1,Scrn1,ENSG00000136193
SCT,Sct,ENSG00000070031
SCTR,Sctr,ENSG00000080293
SDC1,Sdc1,ENSG00000115884
SDR9C7,Sdr9c7,ENSG00000170426
SEC11C,Sec11c,ENSG00000166562
SEC14L5,Sec14l5,ENSG00000103184
SEC61A2,Sec61a2,ENSG00000065665
SEC61G,Sec61g-ps2,ENSG00000132432
SEC61G,Sec61g-ps3,ENSG00000132432
SEC61G,Sec61g-ps1,ENSG00000132432
SECTM1,Sectm1a,ENSG00000141574
SECTM1,Sectm1b,ENSG00000141574
SEL1L2,Sel1l2,ENSG00000101251
SELENOV,Selenov,ENSG00000186838
SELL,Sell,ENSG00000188404
SEMG1,Svs3b,ENSG00000124233
SEMG2,Svs3b,ENSG00000124157
SEMG1,Svs3a,ENSG00000124233
SEMG2,Svs3a,ENSG00000124157
SEMG1,Semg1,ENSG00000124233
SEMG2,Semg1,ENSG00000124157
SEPTIN1,Septin1,ENSG00000180096
SEPTIN11,Septin11,ENSG00000138758
SERF1A,Serf1,ENSG00000172058
SERF1B,Serf1,ENSG00000205572
SERPINB10,Serpinb10,ENSG00000242550
SERPINB11,Serpinb11,ENSG00000206072
SERPINB12,Serpinb12,ENSG00000166634
SERPINB13,Serpinb13,ENSG00000197641
SERPINB2,Serpinb2,ENSG00000197632
SERPINB3,Serpinb3c,ENSG00000057149
SERPINB4,Serpinb3c,ENSG00000206073
SERPINB3,Serpinb3a,ENSG00000057149
SERPINB4,Serpinb3a,ENSG00000206073
SERPINB3,Serpinb3d,ENSG00000057149
SERPINB4,Serpinb3d,ENSG00000206073
SERPINB3,Serpinb3b,ENSG00000057149
SERPINB4,Serpinb3b,ENSG00000206073
SERPINB5,Serpinb5,ENSG00000206075
SERPINB7,Serpinb7,ENSG00000166396
SERPINI2,Serpini2,ENSG00000114204
LINC00643,1700086L19Rik,NA
SERTM1,Sertm1,ENSG00000180440
SERTM2,Sertm2,ENSG00000260802
SEZ6L,Sez6l,ENSG00000100095
SFRP4,Sfrp4,ENSG00000106483
SFTA2,Sfta2,ENSG00000196260
SFTPA1,Sftpa1,ENSG00000122852
SFTPA2,Sftpa1,ENSG00000185303
SFTPC,Sftpc,ENSG00000168484
SGCZ,Sgcz,ENSG00000185053
SGMS1-AS1,Sgms1os1,ENSG00000226200
SH2B2,Sh2b2,ENSG00000160999
SH3RF3,Sh3rf3,ENSG00000172985
SH3TC1,Sh3tc1,ENSG00000125089
SHB,Shb,ENSG00000107338
SHC4,Shc4,ENSG00000185634
SHCBP1L,Shcbp1l,ENSG00000157060
SHISA6,Shisa6,ENSG00000188803
SHISAL2A,Shisal2a,ENSG00000182183
SHISAL2B,Shisal2b,ENSG00000145642
SHLD1,Shld1,ENSG00000171984
SHOC1,Shoc1,ENSG00000165181
SIAH3,Siah3,ENSG00000215475
SIDT1,Sidt1,ENSG00000072858
SIGLEC1,Siglec1,ENSG00000088827
SIGLEC12,Siglece,ENSG00000254521
SIGLEC7,Siglece,ENSG00000168995
SIGLEC8,Siglece,ENSG00000105366
SIGLEC9,Siglece,ENSG00000129450
SIGLECL1,Siglecl1,ENSG00000179213
SILC1,Silc1,ENSG00000232044
SIM2,Sim2,ENSG00000159263
SIRPB1,Sirpb1c,ENSG00000101307
SIRPG,Sirpb1c,ENSG00000089012
SIRPB1,Sirpb1b,ENSG00000101307
SIRPG,Sirpb1b,ENSG00000089012
SIRPB1,Sirpb1a,ENSG00000101307
SIRPG,Sirpb1a,ENSG00000089012
SIRPD,Sirpd,ENSG00000125900
SIT1,Sit1,ENSG00000137078
SLAMF1,Slamf1,ENSG00000117090
SLAMF8,Slamf8,ENSG00000158714
SLC10A5,Slc10a5,ENSG00000253598
SLC10A6,Slc10a6,ENSG00000145283
SLC15A3,Slc15a3,ENSG00000110446
SLC16A14,Slc16a14,ENSG00000163053
SLC18A1,Slc18a1,ENSG00000036565
SLC22A10,Slc22a19,ENSG00000184999
SLC22A24,Slc22a19,ENSG00000197658
SLC22A25,Slc22a19,ENSG00000196600
SLC22A9,Slc22a19,ENSG00000149742
SLC22A10,Slc22a29,ENSG00000184999
SLC22A25,Slc22a29,ENSG00000196600
SLC22A9,Slc22a29,ENSG00000149742
SLC22A10,Slc22a27,ENSG00000184999
SLC22A25,Slc22a27,ENSG00000196600
SLC22A9,Slc22a27,ENSG00000149742
SLC22A10,Slc22a28,ENSG00000184999
SLC22A25,Slc22a28,ENSG00000196600
SLC22A9,Slc22a28,ENSG00000149742
SLC22A12,Slc22a12,ENSG00000197891
SLC22A25,Slc22a26,ENSG00000196600
SLC22A9,Slc22a26,ENSG00000149742
SLC25A13,Slc25a13,ENSG00000004864
SLC25A31,Slc25a31,ENSG00000151475
SLC25A45,Slc25a45,ENSG00000162241
SLC25A53,Slc25a53,ENSG00000269743
SLC26A7,Slc26a7,ENSG00000147606
SLC26A8,Slc26a8,ENSG00000112053
SLC26A9,Slc26a9,ENSG00000174502
SLC27A3,Slc27a3,ENSG00000143554
SLC28A3,Slc28a3,ENSG00000197506
SLC2A4,Slc2a4,ENSG00000181856
SLC2A7,Slc2a7,ENSG00000197241
SLC30A3,Slc30a3,ENSG00000115194
SLC34A3,Slc34a3,ENSG00000198569
SLC35D3,Slc35d3,ENSG00000182747
SLC35F5,Slc35f5,ENSG00000115084
SLC35G3,Slc35g3,ENSG00000164729
SLC35G4,Slc35g3,ENSG00000236396
SLC35G5,Slc35g3,ENSG00000177710
SLC35G6,Slc35g3,ENSG00000259224
SLC38A1,Slc38a1,ENSG00000111371
SLC39A12,Slc39a12,ENSG00000148482
SLC41A3,Slc41a3,ENSG00000114544
SLC46A2,Slc46a2,ENSG00000119457
SLC4A9,Slc4a9,ENSG00000113073
SLC51B,Slc51b,ENSG00000186198
SLC66A2,Slc66a2,ENSG00000122490
SLC6A20,Slc6a20b,ENSG00000163817
SLC6A20,Slc6a20a,ENSG00000163817
SLC6A7,Slc6a7,ENSG00000011083
SLC7A13,Slc7a13,ENSG00000164893
SLC9A9,Slc9a9,ENSG00000181804
SLC9C1,Slc9c1,ENSG00000172139
SLCO1A2,Slco1a6,ENSG00000084453
SLCO1A2,Slco1a8,ENSG00000084453
SLCO1A2,Slco1a4,ENSG00000084453
SLCO1A2,Slco1a5,ENSG00000084453
SLCO1A2,Slco1a7,ENSG00000084453
SLCO4C1,Slco4c1,ENSG00000173930
SLCO6A1,Slco6b1,ENSG00000205359
SLCO6A1,Slco6c1,ENSG00000205359
SLCO6A1,Slco6d1,ENSG00000205359
SLFN11,Slfn8,ENSG00000172716
SLFN13,Slfn8,ENSG00000154760
SLFN11,Slfn9,ENSG00000172716
SLFN13,Slfn9,ENSG00000154760
SLFN12,Slfn2,ENSG00000172123
SLFN12L,Slfn2,ENSG00000205045
SLFN12,Slfn1,ENSG00000172123
SLFN12L,Slfn1,ENSG00000205045
SLFN12,Slfn3,ENSG00000172123
SLFN12L,Slfn3,ENSG00000205045
SLFN12,Slfn4,ENSG00000172123
SLFN12L,Slfn4,ENSG00000205045
SLFN14,Slfn14,ENSG00000236320
SLFN5,Slfn5,ENSG00000166750
SLFNL1,Slfnl1,ENSG00000171790
SLITRK1,Slitrk1,ENSG00000178235
SLN,Sln,ENSG00000170290
SLPI,Slpi,ENSG00000124107
SLURP1,Slurp1,ENSG00000126233
SLURP2,Slurp2,ENSG00000283992
SMAGP,Smagp,ENSG00000170545
SMBD1P,Smbd1,ENSG00000283426
SMCO1,Smco1,ENSG00000214097
SMCO2,Smco2,ENSG00000165935
SMCO3,Smco3,ENSG00000179256
SMCP,Smcp,ENSG00000163206
SMIM10,Smim10l1,ENSG00000184785
SMIM10L1,Smim10l1,ENSG00000256537
SMIM10L2A,Smim10l2a,ENSG00000178947
SMIM10L2B,Smim10l2a,ENSG00000196972
SMIM11,Smim11,ENSG00000205670
SMIM17,Smim17,ENSG00000268182
SMIM23,Smim23,ENSG00000185662
SMIM27,Smim27,ENSG00000235453
SMIM3,Smim3,ENSG00000256235
SMIM30,Smim30,ENSG00000214194
SMIM31,Smim31,ENSG00000248771
SMIM32,Smim32,ENSG00000271824
SMIM33,Smim33,ENSG00000283288
SMIM34,Smim34,ENSG00000243627
SMIM35,Smim35,ENSG00000255274
SMIM38,Smim38,ENSG00000284713
SMIM40,Smim40-ps,ENSG00000286920
SMIM40,Smim40,ENSG00000286920
SMIM41,Smim41,ENSG00000284791
SMIM45,Smim45,ENSG00000205704
SMIM6,Smim6,ENSG00000259120
SMIM9,Smim9,ENSG00000203870
SMLR1,Smlr1,ENSG00000256162
SMR3A,Smr3a,ENSG00000109208
SMR3B,Smr2,ENSG00000171201
SMR3B,Smr2l,ENSG00000171201
SMS,Sms-ps,ENSG00000102172
SNCA,Snca,ENSG00000145335
SNHG10,Snhg10,ENSG00000247092
SNHG11,Snhg11,ENSG00000174365
SNHG15,Snhg15,ENSG00000232956
SNHG16,Snhg16,ENSG00000163597
SNHG18,Snhg18,ENSG00000250786
SNHG20,Snhg20,ENSG00000234912
SNHG3,Snhg3,ENSG00000242125
SNHG5,Snhg5,ENSG00000203875
SNHG6,Snhg6,ENSG00000245910
SNHG7,Snhg7,ENSG00000233016
SNHG8,Snhg8,ENSG00000269893
SNHG9,Snhg9,ENSG00000255198
SNORA62,Snora62,ENSG00000202363
SNORA64,Snora64,ENSG00000207405
SNORD123,Snord123,ENSG00000239112
SNORD32A,Snord32a,ENSG00000201675
SNORD33,Snord33,ENSG00000199631
SNORD34,Snord34,ENSG00000202503
SNORD35B,Snord35b,ENSG00000200530
SNORD61,Snord61,ENSG00000206979
SNORD82,Snord82,ENSG00000202400
SNRPE,Snrpert,ENSG00000182004
SNTN,Sntn,ENSG00000188817
SNURF,Snurf,ENSG00000273173
SNX31,Snx31,ENSG00000174226
SNX32,Snx32,ENSG00000172803
SOHLH1,Sohlh1,ENSG00000165643
SORBS1,Sorbs1,ENSG00000095637
SORCS1,Sorcs1,ENSG00000108018
SOWAHB,Sowahb,ENSG00000186212
SOX1-OT,Sox1ot,ENSG00000224243
SOX21-AS1,Sox21os1,ENSG00000227640
SOX30,Sox30,ENSG00000039600
SP110,Sp110-ps1,ENSG00000135899
SP110,Sp110-ps2,ENSG00000135899
SP140,Sp140l1,ENSG00000079263
SPAAR,Spaar,ENSG00000235387
SPACA1,Spaca1,ENSG00000118434
SPACA6,Spaca6,ENSG00000182310
SPACA7,Spaca7,ENSG00000153498
SPAG11B,Spag11b,ENSG00000164871
SPAG16,Spag16,ENSG00000144451
SPAG4,Spag4,ENSG00000061656
SPATA16,Spata16,ENSG00000144962
SPATA19,Spata19,ENSG00000166118
SPATA21,Spata21,ENSG00000187144
SPATA22,Spata22,ENSG00000141255
SPATA24,Spata24,ENSG00000170469
SPATA25,Spata25,ENSG00000149634
SPATA3,Spata3,ENSG00000173699
SPATA31A1,Spata31,ENSG00000204849
SPATA31A3,Spata31,ENSG00000275969
SPATA31A5,Spata31,ENSG00000276581
SPATA31A6,Spata31,ENSG00000185775
SPATA31A7,Spata31,ENSG00000276040
SPATA31C1,Spata31,ENSG00000230246
SPATA31C2,Spata31,ENSG00000177910
SPATA31D1,Spata31d1e,ENSG00000214929
SPATA31D1,Spata31d1a,ENSG00000214929
SPATA31D3,Spata31d1a,ENSG00000186788
SPATA31D4,Spata31d1a,ENSG00000189357
SPATA31D1,Spata31d1d,ENSG00000214929
SPATA31D1,Spata31d1b,ENSG00000214929
SPATA31D3,Spata31d1c,ENSG00000186788
SPATA31D4,Spata31d1c,ENSG00000189357
SPATA31E1,Spata31e1,ENSG00000177992
SPATA31F1,Spata31f1b,ENSG00000205108
SPATA31F2P,Spata31f1b,ENSG00000257198
SPATA31F1,Spata31f1a,ENSG00000205108
SPATA31F2P,Spata31f1a,ENSG00000257198
SPATA31F1,Spata31f1c,ENSG00000205108
SPATA31F2P,Spata31f1c,ENSG00000257198
SPATA31F1,Spata31f1d,ENSG00000205108
SPATA31F2P,Spata31f1d,ENSG00000257198
SPATA31F3,Spata31f3,ENSG00000187791
SPATA32,Spata32,ENSG00000184361
SPATA33,Spata33,ENSG00000167523
SPATA9,Spata9,ENSG00000145757
SPATC1,Spatc1,ENSG00000186583
SPATC1L,Spatc1l,ENSG00000160284
SPATS1,Spats1,ENSG00000249481
SPDEF,Spdef,ENSG00000124664
SPDYE1,Spdye4a,ENSG00000136206
SPDYE11,Spdye4a,ENSG00000275976
SPDYE13,Spdye4a,ENSG00000286038
SPDYE14,Spdye4a,ENSG00000286137
SPDYE21,Spdye4a,ENSG00000230358
SPDYE4,Spdye4a,ENSG00000183318
SPDYE5,Spdye4a,ENSG00000170092
SPDYE7P,Spdye4a,ENSG00000179994
SPDYE8,Spdye4a,ENSG00000273520
SPDYE9,Spdye4a,ENSG00000262461
SPDYE1,Spdye4b,ENSG00000136206
SPDYE11,Spdye4b,ENSG00000275976
SPDYE13,Spdye4b,ENSG00000286038
SPDYE14,Spdye4b,ENSG00000286137
SPDYE18,Spdye4b,ENSG00000205482
SPDYE21,Spdye4b,ENSG00000230358
SPDYE4,Spdye4b,ENSG00000183318
SPDYE5,Spdye4b,ENSG00000170092
SPDYE7P,Spdye4b,ENSG00000179994
SPDYE8,Spdye4b,ENSG00000273520
SPDYE9,Spdye4b,ENSG00000262461
SPEM1,Spem1,ENSG00000181323
SPEM2,Spem2,ENSG00000184560
SPEM3,Spem3,ENSG00000283439
SPESP1,Spesp1,ENSG00000258484
SPHK1,Sphk1,ENSG00000176170
SPIB,Spib,ENSG00000269404
SPIN1,Spin1,ENSG00000106723
SPIN2A,Spin2-ps7,ENSG00000147059
SPIN2B,Spin2-ps7,ENSG00000186787
SPIN2A,Spin2-ps8,ENSG00000147059
SPIN2B,Spin2-ps8,ENSG00000186787
SPIN2A,Spin2-ps9,ENSG00000147059
SPIN2B,Spin2-ps9,ENSG00000186787
SPIN2A,Spin2-ps4,ENSG00000147059
SPIN2B,Spin2-ps4,ENSG00000186787
SPIN2A,Spin2-ps2,ENSG00000147059
SPIN2B,Spin2-ps2,ENSG00000186787
SPIN2A,Spin2c,ENSG00000147059
SPIN2B,Spin2c,ENSG00000186787
SPIN2A,Spin2d,ENSG00000147059
SPIN2B,Spin2d,ENSG00000186787
SPIN2A,Spin2-ps10,ENSG00000147059
SPIN2B,Spin2-ps10,ENSG00000186787
SPIN2A,Spin2-ps3,ENSG00000147059
SPIN2B,Spin2-ps3,ENSG00000186787
SPIN2A,Spin2-ps1,ENSG00000147059
SPIN2B,Spin2-ps1,ENSG00000186787
SPIN4,Spin4,ENSG00000186767
SPINK1,Spink1,ENSG00000164266
SPINK13,Spink13,ENSG00000214510
SPINK14,Spink14,ENSG00000196800
SPINK5,Spink5,ENSG00000133710
SPINK6,Spink6,ENSG00000178172
SPINK7,Spink7,ENSG00000145879
SPINK8,Spink8,ENSG00000229453
SPINT3,Spint3,ENSG00000101446
SPINT4,Spint4,ENSG00000149651
SPINT5P,Spint5,ENSG00000168630
SPMAP1,Spmap1,ENSG00000275489
SPMAP2L,Spmap2l,ENSG00000249693
SPMIP1,Spmip1,ENSG00000272899
SPMIP10,Spmip10,ENSG00000196900
SPMIP11,Spmip11,ENSG00000257987
SPMIP2,Spmip2,ENSG00000164123
SPMIP3,Spmip3,ENSG00000173728
SPMIP4,Spmip4,ENSG00000153790
SPMIP5,Spmip5,ENSG00000165863
SPMIP6,Spmip6,ENSG00000164972
SPMIP7,Spmip7,ENSG00000164500
SPMIP8,Spmip8,ENSG00000159648
SPMIP9,Spmip9,ENSG00000172073
SPN,Spn,ENSG00000197471
SPOCD1,Spocd1,ENSG00000134668
SPP1,Spp1,ENSG00000118785
SPPL2A,Sppl2a,ENSG00000138600
SPPL2C,Sppl2c,ENSG00000185294
SPRR1A,Sprr1a,ENSG00000169474
SPRR1B,Sprr1b,ENSG00000169469
SPRR3,Sprr1b,ENSG00000163209
SPRR2A,Sprr2g,ENSG00000241794
SPRR2B,Sprr2g,ENSG00000196805
SPRR2D,Sprr2g,ENSG00000163216
SPRR2E,Sprr2g,ENSG00000203785
SPRR2F,Sprr2g,ENSG00000244094
SPRR2A,Sprr2i,ENSG00000241794
SPRR2B,Sprr2i,ENSG00000196805
SPRR2D,Sprr2i,ENSG00000163216
SPRR2E,Sprr2i,ENSG00000203785
SPRR2F,Sprr2i,ENSG00000244094
SPRR2A,Sprr2d,ENSG00000241794
SPRR2B,Sprr2d,ENSG00000196805
SPRR2D,Sprr2d,ENSG00000163216
SPRR2E,Sprr2d,ENSG00000203785
SPRR2F,Sprr2d,ENSG00000244094
SPRR2A,Sprr2e,ENSG00000241794
SPRR2B,Sprr2e,ENSG00000196805
SPRR2D,Sprr2e,ENSG00000163216
SPRR2E,Sprr2e,ENSG00000203785
SPRR2F,Sprr2e,ENSG00000244094
SPRR3,Sprr3,ENSG00000163209
SPRR4,Sprr4,ENSG00000184148
SPRR5,Sprr5,ENSG00000283227
SPRY3,Spry3,ENSG00000168939
SPTBN4,Sptbn4,ENSG00000160460
SPZ1,Spz1,ENSG00000164299
SRARP,Srarp,ENSG00000183888
SRSF12,Srsf12,ENSG00000154548
SRSF8,4930595M18Rik,ENSG00000263465
SS18L1,Ss18l1,ENSG00000184402
SSC4D,Ssc4d,ENSG00000146700
SSMEM1,Ssmem1,ENSG00000165120
SSX1,Ssxb8,ENSG00000126752
SSX2,Ssxb8,ENSG00000241476
SSX2B,Ssxb8,ENSG00000268447
SSX3,Ssxb8,ENSG00000165584
SSX4,Ssxb8,ENSG00000268009
SSX4B,Ssxb8,ENSG00000269791
SSX5,Ssxb8,ENSG00000165583
SSX6P,Ssxb8,ENSG00000171483
SSX7,Ssxb8,ENSG00000187754
SSX8P,Ssxb8,ENSG00000157965
SSX9P,Ssxb8,NA
SSX1,Ssxb6,ENSG00000126752
SSX3,Ssxb6,ENSG00000165584
SSX6P,Ssxb6,ENSG00000171483
SSX1,Ssxb3,ENSG00000126752
SSX2,Ssxb3,ENSG00000241476
SSX2B,Ssxb3,ENSG00000268447
SSX3,Ssxb3,ENSG00000165584
SSX4,Ssxb3,ENSG00000268009
SSX4B,Ssxb3,ENSG00000269791
SSX5,Ssxb3,ENSG00000165583
SSX6P,Ssxb3,ENSG00000171483
SSX7,Ssxb3,ENSG00000187754
SSX8P,Ssxb3,ENSG00000157965
SSX9P,Ssxb3,NA
SSX1,Ssxb16,ENSG00000126752
SSX2,Ssxb16,ENSG00000241476
SSX2B,Ssxb16,ENSG00000268447
SSX3,Ssxb16,ENSG00000165584
SSX4,Ssxb16,ENSG00000268009
SSX4B,Ssxb16,ENSG00000269791
SSX5,Ssxb16,ENSG00000165583
SSX6P,Ssxb16,ENSG00000171483
SSX7,Ssxb16,ENSG00000187754
SSX8P,Ssxb16,ENSG00000157965
SSX9P,Ssxb16,NA
SSX1,Ssxb14,ENSG00000126752
SSX2,Ssxb14,ENSG00000241476
SSX2B,Ssxb14,ENSG00000268447
SSX3,Ssxb14,ENSG00000165584
SSX4,Ssxb14,ENSG00000268009
SSX4B,Ssxb14,ENSG00000269791
SSX5,Ssxb14,ENSG00000165583
SSX6P,Ssxb14,ENSG00000171483
SSX7,Ssxb14,ENSG00000187754
SSX8P,Ssxb14,ENSG00000157965
SSX9P,Ssxb14,NA
SSX1,Ssxb5,ENSG00000126752
SSX2,Ssxb5,ENSG00000241476
SSX2B,Ssxb5,ENSG00000268447
SSX4,Ssxb5,ENSG00000268009
SSX4B,Ssxb5,ENSG00000269791
SSX5,Ssxb5,ENSG00000165583
SSX6P,Ssxb5,ENSG00000171483
SSX7,Ssxb5,ENSG00000187754
SSX8P,Ssxb5,ENSG00000157965
SSX9P,Ssxb5,NA
SSX1,Ssxa1,ENSG00000126752
SSX2,Ssxa1,ENSG00000241476
SSX2B,Ssxa1,ENSG00000268447
SSX3,Ssxa1,ENSG00000165584
SSX4,Ssxa1,ENSG00000268009
SSX4B,Ssxa1,ENSG00000269791
SSX5,Ssxa1,ENSG00000165583
SSX6P,Ssxa1,ENSG00000171483
SSX7,Ssxa1,ENSG00000187754
SSX8P,Ssxa1,ENSG00000157965
SSX9P,Ssxa1,NA
SSX1,Ssxb13,ENSG00000126752
SSX2,Ssxb13,ENSG00000241476
SSX2B,Ssxb13,ENSG00000268447
SSX3,Ssxb13,ENSG00000165584
SSX4,Ssxb13,ENSG00000268009
SSX4B,Ssxb13,ENSG00000269791
SSX5,Ssxb13,ENSG00000165583
SSX6P,Ssxb13,ENSG00000171483
SSX7,Ssxb13,ENSG00000187754
SSX8P,Ssxb13,ENSG00000157965
SSX9P,Ssxb13,NA
SSX1,Ssxb1,ENSG00000126752
SSX2,Ssxb1,ENSG00000241476
SSX2B,Ssxb1,ENSG00000268447
SSX3,Ssxb1,ENSG00000165584
SSX4,Ssxb1,ENSG00000268009
SSX4B,Ssxb1,ENSG00000269791
SSX5,Ssxb1,ENSG00000165583
SSX6P,Ssxb1,ENSG00000171483
SSX7,Ssxb1,ENSG00000187754
SSX8P,Ssxb1,ENSG00000157965
SSX9P,Ssxb1,NA
SSX1,Ssxb10,ENSG00000126752
SSX2,Ssxb10,ENSG00000241476
SSX2B,Ssxb10,ENSG00000268447
SSX3,Ssxb10,ENSG00000165584
SSX4,Ssxb10,ENSG00000268009
SSX4B,Ssxb10,ENSG00000269791
SSX5,Ssxb10,ENSG00000165583
SSX6P,Ssxb10,ENSG00000171483
SSX7,Ssxb10,ENSG00000187754
SSX8P,Ssxb10,ENSG00000157965
SSX9P,Ssxb10,NA
SSX1,Ssxb15,ENSG00000126752
SSX2,Ssxb15,ENSG00000241476
SSX2B,Ssxb15,ENSG00000268447
SSX3,Ssxb15,ENSG00000165584
SSX4,Ssxb15,ENSG00000268009
SSX4B,Ssxb15,ENSG00000269791
SSX5,Ssxb15,ENSG00000165583
SSX6P,Ssxb15,ENSG00000171483
SSX7,Ssxb15,ENSG00000187754
SSX8P,Ssxb15,ENSG00000157965
SSX9P,Ssxb15,NA
SSX2,Ssxb9,ENSG00000241476
SSX2B,Ssxb9,ENSG00000268447
SSX3,Ssxb9,ENSG00000165584
SSX4,Ssxb9,ENSG00000268009
SSX4B,Ssxb9,ENSG00000269791
SSX5,Ssxb9,ENSG00000165583
SSX6P,Ssxb9,ENSG00000171483
SSX7,Ssxb9,ENSG00000187754
SSX8P,Ssxb9,ENSG00000157965
SSX9P,Ssxb9,NA
SSX4,Ssxb2,ENSG00000268009
SSX4B,Ssxb2,ENSG00000269791
STAC2,Stac2,ENSG00000141750
STAG3,Stag3,ENSG00000066923
STAP1,Stap1,ENSG00000035720
STARD6,Stard6,ENSG00000174448
STEAP1,Steap1,ENSG00000164647
STEAP1B,Steap1,ENSG00000105889
STK4,Stk4,ENSG00000101109
STKLD1,Stkld1,ENSG00000198870
STPG3,Stpg3,ENSG00000197768
STRA8,Stra8,ENSG00000146857
STRIT1,Strit1,ENSG00000240045
SUCNR1,Sucnr1,ENSG00000198829
SUGP2,Sugp2,ENSG00000064607
SULT6B2P,Sult6b2,ENSG00000283582
SUN3,Sun3,ENSG00000164744
SUN5,Sun5,ENSG00000167098
SURF6,Surf6,ENSG00000148296
SUV39H2,Suv39h2,ENSG00000152455
SYDE1,Syde1,ENSG00000105137
SYNDIG1,Syndig1,ENSG00000101463
SYNGR4,Syngr4,ENSG00000105467
SYNJ2,Synj2,ENSG00000078269
SYNPO,Synpo,ENSG00000171992
TAAR7P,Taar7c-ps,ENSG00000235998
TAF1D,Taf1d,ENSG00000166012
TAF7L,Taf7l,ENSG00000102387
TAF7L,Taf7l2,ENSG00000102387
TARBP1,Tarbp1,ENSG00000059588
TAS2R16,Tas2r118,ENSG00000128519
TASL,Tasl,ENSG00000120280
TBC1D21,Tbc1d21,ENSG00000167139
TBC1D8,Tbc1d8,ENSG00000204634
TBC1D9B,Tbc1d9b,ENSG00000197226
TBX10,Tbx10,ENSG00000167800
TC2N,Tc2n,ENSG00000165929
TCEAL1,Tceal1,ENSG00000172465
TCEAL3,Tceal3,ENSG00000196507
TCEAL6,Tceal3,ENSG00000204071
TCEAL5,Tceal5,ENSG00000204065
TCEAL6,Tceal6,ENSG00000204071
TCEAL7,Tceal7,ENSG00000182916
TCEAL8,Tceal8,ENSG00000180964
TCEAL9,Tceal9,ENSG00000185222
TCEANC,Tceanc,ENSG00000176896
TCF24,Tcf24,ENSG00000261787
TCFL5,Tcfl5,ENSG00000101190
TCHH,Tchh,ENSG00000159450
TCHHL1,Tchhl1,ENSG00000182898
TCL1A,Tcl1,ENSG00000100721
TCL1B,Tcl1b3,ENSG00000213231
TCL1B,Tcl1b4,ENSG00000213231
TCL1B,Tcl1b5,ENSG00000213231
TCL1B,Tcl1b2,ENSG00000213231
TCL1B,Tcl1b1,ENSG00000213231
TCP10L,Tcp10c,ENSG00000242220
TCP10L,Tcp10b,ENSG00000242220
TCP10L,Tcp10a,ENSG00000242220
TCP11,Tcp11,ENSG00000124678
TCP11X1,Tcp11x2,ENSG00000268235
TCP11X2,Tcp11x2,ENSG00000215029
TCTN3,Tctn3,ENSG00000119977
TDG,Tdg-ps,ENSG00000139372
TEAD2,Tead2,ENSG00000074219
TEAD4,Tead4,ENSG00000197905
TECRL,Tecrl,ENSG00000205678
TEDC2,Tedc2,ENSG00000162062
TEDDM1,Teddm1b,ENSG00000203730
TEDDM1,Teddm1a,ENSG00000203730
TEDDM2P,Teddm2,ENSG00000233537
TEKT5,Tekt5,ENSG00000153060
TEKTIP1,Tektip1,ENSG00000183397
TENT5D,Tent5d,ENSG00000174016
TEX101,Tex101,ENSG00000131126
TEX12,Tex12,ENSG00000150783
TEX13A,Tex13a,ENSG00000268629
TEX13B,Tex13a,ENSG00000170925
TEX13B,Tex13b,ENSG00000170925
TEX13C,Tex13c1,ENSG00000282815
TEX13C,Tex13c3,ENSG00000282815
TEX13D,Tex13c3,ENSG00000282419
TEX13D,Tex13d,ENSG00000282419
TEX15,Tex15,ENSG00000133863
TEX16P,Tex16,NA
TEX19,Tex19.1,ENSG00000182459
TEX19,Tex19.2,ENSG00000182459
TEX21P,Tex21,ENSG00000234911
TEX22,Tex22,ENSG00000226174
TEX28,Tex28,ENSG00000278057
TEX28P1,Tex28,ENSG00000274962
TEX28P2,Tex28,ENSG00000277008
TEX29,Tex29,ENSG00000153495
TEX35,Tex35,ENSG00000240021
TEX38,Tex38,ENSG00000186118
TEX44,Tex44,ENSG00000177673
TEX46,Tex46,ENSG00000227868
TEX47,Tex47,ENSG00000164645
TEX48,Tex48,ENSG00000230601
TEX50,Tex50,ENSG00000232113
TEX51,Tex51,ENSG00000237524
TEX52,Tex52,ENSG00000283297
TEX53,Tex53,ENSG00000230054
TEX54,Tex54,ENSG00000283268
TEX56P,Tex56,ENSG00000185689
TFF1,Tff1,ENSG00000160182
TFF2,Tff2,ENSG00000160181
TFF3,Tff3,ENSG00000160180
TGFB1I1,Tgfb1i1,ENSG00000140682
TGFBR3L,Tgfbr3l,ENSG00000260001
TGIF2,Tgif2,ENSG00000118707
TGIF2LX,Tgif2lx1,ENSG00000153779
TGIF2LY,Tgif2lx1,ENSG00000176679
TGIF2LX,Tgif2lx2,ENSG00000153779
TGIF2LY,Tgif2lx2,ENSG00000176679
TGM4,Tgm4,ENSG00000163810
THEM7P,Them7,ENSG00000227160
